1000
0	22488.74344	711.3936569
1	-2274.588948	-70.63653568
2	-692.4439279	3735.548409
3	-257.0567057	-13.71036769
4	-138.3264339	-5.693325011
5	-91.15097111	-2.883407916
6	-59.28669524	-0.5560550714
7	-50.74618699	3.98862567
8	-39.49772215	-6.849017645
9	-24.02743672	-2.083469628
10	-22.7933664	-0.7210298289
11	-14.80073696	0.8588000742
12	-20.09531041	4.994357219
13	-17.40537002	-6.190213354
14	-7.489923083	-1.570716674
15	-10.13455223	-0.3205894776
16	-4.832835652	1.186387754
17	-12.19861387	5.300185057
18	-10.99702676	-6.047624328
19	-2.129226059	-1.416314243
20	-5.703969364	-0.1804354733
21	-1.046726468	1.323323942
22	-9.080411954	5.47586784
23	-8.328227183	-6.044624231
24	0.2897323228	-1.360065844
25	-3.653244435	-0.1155642959
26	0.8176766031	1.40472402
27	-7.573711799	5.623193645
28	-6.999738798	-6.107026665
29	1.616364285	-1.343897978
30	-2.539272769	-0.0803251953
31	1.90299482	1.46721622
32	-6.767523615	5.773143202
33	-6.275803352	-6.213847761
34	2.453718779	-1.349306226
35	-1.867585388	-0.05907793163
36	2.620967307	1.524462328
37	-6.32195389	5.939321539
38	-5.871114349	-6.359070893
39	3.047071329	-1.369280418
40	-1.43163676	-0.04528741178
41	3.150653321	1.582959026
42	-6.088194506	6.130149563
43	-5.657554645	-6.542556852
44	3.512833956	-1.401111526
45	-1.132754499	-0.03583274288
46	3.581541352	1.646618615
47	-5.99432231	6.35272792
48	-5.572161412	-6.767399815
49	3.913632533	-1.444084615
50	-0.918968101	-0.02907014537
51	3.964068581	1.718442305
52	-6.004003485	6.614499619
53	-5.582845052	-7.03922809
54	4.287466482	-1.49865368
55	-0.7607930976	-0.02406643394
56	4.330381881	1.801297964
57	-6.099598962	6.924302366
58	-5.674085205	-7.366308639
59	4.660689614	-1.566172351
60	-0.6404906051	-0.02026074576
61	4.704077228	1.898387781
62	-6.274789446	7.29337078
63	-5.840624054	-7.760187238
64	5.054649469	-1.648902107
65	-0.5468697253	-0.01729939658
66	5.105507616	2.013673671
67	-6.531491105	7.736603718
68	-6.084871444	-8.236874549
69	5.489773333	-1.750208028
70	-0.4725870972	-0.0149488967
71	5.555367888	2.152382744
72	-6.879132371	8.274421274
73	-6.416427943	-8.818853919
74	5.988859462	-1.874979489
75	-0.4126624232	-0.01305396588
76	6.077961513	2.321751751
77	-7.335729723	8.935715901
78	-6.853319429	-9.538423873
79	6.58072213	-2.030382563
80	-0.3636210787	-0.01150266353
81	6.705231903	2.532222723
82	-7.93102977	9.762819603
83	-7.425301786	-10.44346782
84	7.305417377	-2.227191144
85	-0.3229797022	-0.01021690168
86	7.483004719	2.799539693
87	-8.712956071	10.82037394
88	-8.180603378	-11.60794009
89	8.223137854	-2.482258937
90	-0.2889246213	-0.009139292036
91	8.482149993	3.148671517
92	-9.760462473	12.21224443
93	-9.199491322	-13.15218527
94	9.431250674	-2.823391063
95	-0.2601066339	-0.008227976451
96	9.820884563	3.621789377
97	-11.21053675	14.11654946
98	-10.62326936	-15.28585873
99	11.10065533	-3.299854638
100	-0.2355053128	-0.007449775882
101	11.71465948	4.296192263
102	-13.32071688	16.86637388
103	-12.72309389	-18.40938483
104	13.56383027	-4.007902041
